ID,Topic,Sentiment
4306,đứa lồn nào vẽ cái ổ điện thế 😂,Negative
4307,công tình yêu này nhân viên đông vậy luôn hả ?,Neutral
4308,ai giúp bé với hix,Negative
4309,"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .",Negative
4310,per là ai thế nhỉ cụ :)),Neutral
4311,đôi khi đi tù chỉ để thoả mãi thú vui,Positive
4312,thô nhưg thật :)),Positive
4313,nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học,Neutral
4314,đã tìm ra cụ tổ của những chiếc sừng,Neutral
4315,cảm thấy mình thất bại :((,Negative
4316,hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự,Negative
4317,"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",Negative
4318,có người yêu coi bộ cũng vui 🙂,Positive
4319,trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết,Negative
4320,đi viện thôi mà có cần phải đẹp vậy không,Neutral
4321,"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định",Neutral
4322,"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết",Negative
4323,dume thằng ghép nhạc nhé ????????,Negative
4324,per thay đổi đại từ nhân xưng .,Neutral
4325,"trưa nay nhà em ăn cơm , admin nói với mấy chú truyền hình đừng chiếu tin này lên nha",Neutral
4326,"cụ mua cái đoạn đường này chưa cụ , đg nếu không cấm đỗ xe thì người ta có quyền đỗ thôi , ghét nhất cái kiểu coi lòng đg như nhà mình rồi vừa đỗ cái xe vào là ra chửi . dcm",Negative
4327,tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,Negative
4328,ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,Neutral
4329,có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :)),Positive
4330,nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,Negative
4331,per cái đó là ngu chứ thik đéo gì,Negative
4332,lại thêm một con ngáo bất hạnh,Negative
4333,"tuổi thơ của tôi toàn gặp những thằng nhỏn mỏ lên chửi nhau , xách giày dí nhau chạy .",Negative
4334,sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,Neutral
4335,chỉ biết xem và ngậm ngùi lướt qua,Negative
4336,thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc,Negative
4337,hihi lâu lắm rùi mới thấy nó,Positive
4338,chắc gái xấu :p,Neutral
4339,"nếu chấp hành nghiêm chỉnh luật giao thông ai phạt mình được nhỉ . cũng giống như đi học không thuộc bài giáo viên cho 0 ₫ là phải rồi . tất cả là do ý thức con người , đừng đỗ lỗi cho ai . 😑😑",Negative
4340,mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên,Positive
4341,quan trọng phải là thần thái,Neutral
4342,giọng lại còn ấm nữa chứ ♥️,Positive
4343,ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta,Negative
4344,thằng kia lắm lông quá nha :)),Negative
4345,per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh,Negative
4346,gần nhà tao lại chẳng còn sót lại anh nào huhu,Negative
4347,khi tắt đi mới thấy ngạt thở .,Negative
4348,ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :))),Positive
4349,tưởng khoe người yêu,Negative
4350,quán tao vỡ sụp xuống hơn mưa,Neutral
4351,bộ phim đầu tiên làm tao khóc thành tiếng,Negative
4352,"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi",Negative
4353,ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,Negative
4354,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp,Negative
4355,quả cr7 mà kill đéo gì nhỉ,Negative
4356,cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,Negative
4357,nhà nào nuôi nó mà ác thế,Negative
4358,mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,Negative
4359,con này tuổi gì với con nhái với con thằn lằn :))) per,Negative
4360,wtf nắng rồi mà @@,Neutral
4361,cái tội sờ mông người ta ??,Negative
4362,nhưng nó sẽ to và rộng ra :(,Negative
4363,tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,Negative
4364,ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,Positive
4365,không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ,Positive
4366,ước mơ là không cần học cũng giỏi,Neutral
4367,""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",Negative
4368,"quê tao mà , tao nhìn 1 cái là biết ngay",Neutral
4369,từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,Negative
4370,per ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi,Neutral
4371,gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,Negative
4372,cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,Negative
4373,"mong là bố mẹ mình không đọc được tin này , sợ vãi",Negative
4374,sợ vãi,Negative
4375,đi cho vui chứ chả mua sắm gì :)))) người every where,Positive
4376,"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻",Negative
4377,còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,Negative
4378,"t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai , điều đó là có thật 😂😂😂",Positive
4379,"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄",Positive
4380,thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,Neutral
4381,gáy sớm để làm gì cơ chứ haizz,Negative
4382,vậy bỏ tiền mua cái máy tính đó để chi ta ???,Neutral
4383,đẻ sao mà cu con đẹp quá vậy trời 😍,Positive
4384,có bao giờ con sóng không xô vào bờ đâu em ....,Neutral
4385,húp trọn sàn nhà 😁😁😁,Positive
4386,nguy hiểm lắm,Negative
4387,nhanh ghê mới đó đã 9 năm rồi 😢,Negative
4388,thế mà cô yến bị phạt có 5 triệu :v,Negative
4389,đó là động lực chứ không phải để đem ra so sánh ..,Neutral
4390,"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭",Negative
4391,à thì ra là như v =)))),Positive
4392,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????",Positive
4393,con mèo đúng là cái đồ đáng ghét,Negative
4394,giờ tao mới nhớ tao đã từng :)),Positive
4395,per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,Negative
4396,tao mà nhậu xong đi cái đường này xác định,Neutral
4397,cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b ),Negative
4398,quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,Neutral
4399,cũng may tao là một con đàn ông :)),Positive
4400,các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,Positive
4401,đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi,Negative
4402,"khi theo đuổi sự ưu tú , sự thành công sẽ theo đuổi bạn",Neutral
4403,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,Neutral
4404,cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai,Neutral
4405,vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .,Neutral
4406,làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,Neutral
4407,"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :(",Negative
4408,per lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế,Negative
4409,vui chơi không an toàn gì cả,Negative
4410,rất ghét phim ấn nhưng phải nói phim này hay 👍,Positive
4411,haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz,Negative
4412,nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày,Negative
4413,per eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :))),Negative
4414,per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,Neutral
4415,per sợ ghê bây .,Negative
4416,đây chính là lý do tao giảm cân toàn thất bại,Negative
4417,tao đi quài vẫn chưa gặp nhỉ 🙃,Neutral
4418,rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,Negative
4419,đáng yêu quá mức,Positive
4420,cô ngu như lợn 😒😒😒,Negative
4421,rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :)),Negative
4422,chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,Positive
4423,cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,Positive
4424,"chứ sao nữa , làm gì có chuyện người ta đỗ đúng mà lại gây tắc đường . chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ",Negative
4425,còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((,Negative
4426,tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới,Positive
4427,em hết ngáo rồi nha =))),Positive
4428,"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",Negative
4429,khuôn mặt đáng thương,Negative
4430,"cái loại lười lao động , vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ...",Negative
4431,per mày có bao giờ đi à :> tao cũng đéo,Neutral
4432,chụp rồi có mua giúp ông không ?,Neutral
4433,cái gì nó cũng phải thực tế,Neutral
4434,đang trong lớp mà ứa nước mắt,Negative
4435,"lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy , khổ thân chiếc xe ôtô",Negative
4436,kha ́ thông minh :)))),Positive
4437,nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :)),Negative
4438,a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát,Positive
4439,"ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng , thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :)))",Negative
4440,cắt tóc đi còn đen hơn,Neutral
4441,chụy hiền quá mòa ... sao chọc chị điên vậy ... đụ má tụi bây ..,Negative
4442,"mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt , kinh vãi",Negative
4443,"thân hình của con người , nhưng đầu óc là con cặc , nên đéo biết nói gì thành phần này",Negative
4444,"nghe được đó , ảnh hưởng tới môi trường là phải cấm",Neutral
4445,không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,Negative
4446,cô ấy bảo : đời như lol 🙂,Negative
4447,cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),Positive
4448,best gái ngành hôm nay đắt hàng,Positive
4449,đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....,Negative
4450,thằng khốn nạn,Negative
4451,cám ơn mấy chế nhiều nhiều nhé 😗,Positive
4452,ăn ở như nào mà tới bị con ngáo nó lùa ? =))))),Negative
4453,"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕",Negative
4454,per nhớ quá trời nhớ luôn nè,Neutral
4455,per hãy cứ vững tâm tập điều độ rồi sẽ có thôi,Positive
4456,nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,Negative
4457,hỏng cả một thế hệ 😔,Negative
4458,1 nỗ lực lớn thay đổi valentine ... sang năm tao mắc võng .,Neutral
4459,thôi chết haha ...,Positive
4460,per tìm ông bán xoài này ngay cho em 😂😂😂,Positive
4461,cưng quá,Positive
4462,em nó phượt theo gái cả đêm,Neutral
4463,đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :),Negative
4464,nhìn ghiền 😘,Positive
4465,đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .,Negative
4466,"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per",Negative
4467,mấy thanh niên đi xong về có yêu nhau không nhỉ ?,Neutral
4468,nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …,Positive
4469,mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người yêu tốt như này,Negative
4470,đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,Negative
4471,"5 năm thì có vẻ hơi sớm 🤣, tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi 😌",Neutral
4472,liệu có bền lâu,Neutral
4473,tại vì anh trót nói lời thương em mà em không đáp lại,Negative
4474,thì đúng là sẽ không buồn vì thất tình nữa :((,Negative
4475,per ở quê ve sầu kêu chưa chúng mày,Neutral
4476,một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá,Negative
4477,đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền,Negative
4478,súc vật dume,Negative
4479,per thử cảm giác mạnh,Neutral
4480,chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .,Negative
4481,cụ bà đẹp lão quá cậu,Positive
4482,per có quẹo vào không em,Neutral
4483,sao nó tìm được nhỉ 🤔,Neutral
4484,"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !",Positive
4485,nó mà nhập viện thì xong đời tao . n 😂😂,Positive
4486,xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,Negative
4487,cái cây gia công sản xuất kém chất lượng quá :)),Negative
4488,per chỉ một lần thôi 😂,Neutral
4489,nhanh lẹ hiệu quả cao 😂😂,Positive
4490,đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,Neutral
4491,per huhu nhất là mấy bài không cho chất thử á :(,Negative
4492,"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi",Neutral
4493,"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ...",Negative
4494,"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Negative
4495,đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi,Positive
4496,thanh niên này cục súc vãi,Negative
4497,thấy gớm,Negative
4498,dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!,Negative
4499,ăn cút mẹ mày ra chỗ khác ăn nhé .,Negative
4500,sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,Positive
4501,nhìn hình chế là tao vui lắm :)),Positive
4502,cái mặt thấy ghét,Negative
4503,per bao giờ mày mới được nv nhỉ,Neutral
4504,em xin lỗi anh,Negative
4505,"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi",Negative
4506,thú vui đặc biệt vãi :v .,Positive
4507,tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,Negative
4508,t ghét cả họ nhà nó 🙂,Negative
4509,huhu nó bị điên à ?,Neutral
4510,phải công nhận nước ngoài cái gì cũng to :),Neutral
4511,sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢,Negative
4512,một lũ óc không bằng chó .,Negative
4513,5 năm nữa tao phải đẻ được 3 đứa 😂😂😂,Positive
4514,per lật kèo luôn à ??,Neutral
4515,thanh niên quá cứng,Neutral
4516,lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy,Negative
4517,chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((,Negative
4518,có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,Negative
4519,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .,Negative
4520,mùa hè không nóng đây rồi,Positive
4521,lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,Negative
4522,bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :),Neutral
4523,vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,Negative
4524,má nó thú dị thôi rồi 😂😂😂,Positive
4525,crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,Negative
4526,mấy đứa bị bón thích cái này,Neutral
4527,thằng lol nào trong miệng thế,Negative
4528,per đau hơn chia tay người yêu nữa,Negative
4529,tôi đã đúng khi đọc bình luận thay vì đọc bài :),Positive
4530,hóng kỉ lục để lông mũi dài tới bụng :)),Neutral
4531,đánh rơi liêm sỉ trong 1 nốt nhạc,Negative
4532,chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),Negative
4533,nước ngoài cái gì cũng to kể cả sinh vật,Neutral
4534,ôi tao đã tìm được người cùng hành tinh ?,Neutral
4535,câu nói quá chuẩn và ý nghĩa 👍,Positive
4536,cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,Positive
4537,"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả",Negative
4538,lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,Negative
4539,cỡ nào anh cũng có thể chịu đựng được vì anh yêu em,Positive
4540,người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,Positive
4541,"những việc này , mang lên đây chả giải quyết được gì cả .",Negative
4542,đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa,Negative
4543,1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),Positive
4544,của thằng kia mà,Neutral
4545,"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",Negative
4546,bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .,Negative
4547,douma đứng trong nhà cũng không yên cái thân,Negative
4548,hổng gặp cái buồn luôn ><,Negative
4549,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,Negative
4550,tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ,Positive
4551,năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,Neutral
4552,"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này",Negative
4553,nhìn hói mà thấy thương gê ??,Negative
4554,ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂,Neutral
4555,per nhất định chị em mê tín mình p đi xem phim này rồi,Positive
4556,đoạn phim này tốn khá nhiều nước mắt của người xem,Negative
4557,t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá,Neutral
4558,liệu nó có bay nổi hay không ?.,Neutral
4559,mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??,Negative
4560,t mong nó té quá chời :v,Positive
4561,dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,Negative
4562,thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,Neutral
4563,khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁,Positive
4564,tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi,Negative
4565,"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh",Negative
4566,mày cút,Negative
4567,phim này rất hay .,Positive
4568,đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((,Negative
4569,may quá tao không xài huawei kkk,Positive
4570,ông này có võ thiệt 😁😁,Neutral
4571,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua",Positive
4572,ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per,Negative
4573,sớm chút nữa có lẽ đã khác rồi đúng không ?,Neutral
4574,đúng là nhân tài luôn ở khắp mọi nơi kkkk,Positive
4575,bà của tôi đã không còn khi tôi còn chưa biết gg là gì,Negative
4576,"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn .",Negative
4577,tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy,Negative
4578,bỏ thế lồn nào được :(,Negative
4579,đây là đồ của per ??? hỏi nua không,Neutral
4580,per trông em bé yêu vãi :)),Positive
4581,khó có thể giải thích,Neutral
4582,dù có nói thích mày thì cũng đừng có tin .. xã hội giờ nguy hiểm lắm,Negative
4583,chắc sổ đỏ có cả vỉa hè và đường :)),Neutral
4584,ơ . t chỉ quan tâm sao mày lại mặc quần màu hường hình cô gái thôi ??,Neutral
4585,sang năm nữa vác giường ra mà nhìn,Neutral
4586,câu chuyện lấy đi nước mắt của tao,Negative
4587,"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))",Negative
4588,"chờ mãi mà không thấy , cứ thấy trống vắng vãi :((",Negative
4589,t thấy nó cười hoài mà không bao giờ nó cười với tao cả :((,Negative
4590,"per tôn lợp nhà mà đẹo zai thế đấy , lại toàn 6 múi nữa chứ ...",Positive
4591,"thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm tính đều đẹp , hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc , ấm áp bên mẹ ạ .",Positive
4592,cái này gọi là ấu trĩ phải không,Negative
4593,phải tao tao vứt luôn xe ??,Negative
4594,tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :),Negative
4595,ui đáng yêu gheê,Positive
4596,sắp được cống hiến cho tổ quốc rồi . vui quá ...,Positive
4597,"cạn lời , mình ngủ để khỏi nhìn 😊😊😊",Negative
4598,loài dê phải gọi ông này bằng cụ,Neutral
4599,cho em hỏi phim ra tập mới vào những hôm nào ạ,Neutral
4600,đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡,Negative
4601,nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,Negative
4602,mạnh vỗ tay 👏,Positive
4603,thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,Neutral
4604,2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(,Negative
4605,đọc xong tao muốn khóc luôn,Negative
4606,thương vlll,Positive
4607,"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút",Negative
4608,não bọn này nhiều nếp nhăn đấy,Neutral
4609,tăng sáng lên nhìn cho rõ mặt chứ,Neutral
4610,"gặp chị này ngoài đời rồi , giọng nhẹ mà hiền lắm nuôn ❤",Positive
4611,"vailon :)) học sinh cơ , dume nó",Negative
4612,nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪,Negative
4613,cẩn thận các góc cửa,Neutral
4614,bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,Negative
4615,"tại như vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người ta để đi ??",Negative
4616,:))) mặt ngáo vậy mà còn lạ lẫm gì,Neutral
4617,lừa đảo số tiền lớn như vậy thì khởi tối cả lũ chúng nó chứ,Negative
4618,nhưng tối qua nhà tao có mưa đâu,Neutral
4619,tới lúc chia tay rồi khóc :(,Negative
4620,chọn thằng nào có tương lai hơn . tức có bố mẹ giàu hơn,Neutral
4621,dm ông cầm cam cho cẩn thận vào tôi cũng muốn ngã mẹ nó rồi này,Negative
4622,tuổi trẻ tài cao =))),Positive
4623,per giờ thằng gù nhà thờ chạy đi đâu đây :(,Negative
4624,nồi cơm điện chứ gì .,Neutral
4625,những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song hành,Negative
4626,cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂,Negative
4627,ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá,Negative
4628,giết chết lũ khốn và cái ô che cho chúng .,Negative
4629,"công ăn việc làm còn chưa ổn định , bố mẹ già còn chưa lo được thì kết hôn để làm gì 😪",Negative
4630,nên cho người xử sai ngồi tù như người ta xem sao ....,Negative
4631,tận cùng của tan vỡ,Negative
4632,người yêu có thể có nhiều nhưng mạng sống chỉ có 1 chế nhể ?,Neutral
4633,"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂",Positive
4634,per đúng rồi mình đây =)),Positive
